seqname	type	start	end	strand	feature_id
Chr4	gene	7454739	7458318	+	AT4G12610
Chr4	gene	7459180	7459563	+	AT4G12617
Chr4	gene	7459646	7462253	-	AT4G12620
Chr4	gene	7462599	7467862	+	AT4G12640
Chr4	gene	7467978	7470551	-	AT4G12650
Chr4	gene	7472079	7474519	+	AT4G12670
Chr4	gene	7475104	7478356	+	AT4G12680
Chr4	gene	7480641	7482150	+	AT4G12690
Chr4	gene	7482466	7484405	-	AT4G12700
Chr4	gene	7484837	7486801	-	AT4G12710
Chr4	gene	7487301	7490077	+	AT4G12720
Chr4	gene	7491383	7492876	-	AT4G12730
Chr4	gene	7493178	7493360	-	AT4G12731
Chr4	gene	7493716	7494234	-	AT4G12735
Chr4	gene	7494578	7497596	-	AT4G12740
Chr4	gene	7497814	7504716	-	AT4G12750
Chr4	gene	7504852	7506255	+	AT4G12760
Chr4	gene	7506382	7511626	-	AT4G12770
Chr4	gene	7512047	7517005	+	AT4G12780
Chr4	gene	7517055	7519422	-	AT4G12790
Chr4	gene	7521322	7522670	+	AT4G12800
Chr4	gene	7522831	7523979	-	AT4G12810
Chr4	gene	7527048	7529356	-	AT4G12820
Chr4	gene	7529471	7529892	+	AT4G12825
Chr4	gene	7531141	7533587	+	AT4G12830
Chr4	gene	7533439	7536263	-	AT4G12840
Chr4	gene	7536975	7538276	+	AT4G12850
Chr4	gene	7538444	7538902	-	AT4G12860
Chr4	gene	7542233	7543474	+	AT4G12870
Chr4	gene	7544381	7545327	-	AT4G12880
Chr4	gene	7546377	7547641	+	AT4G12890
Chr4	gene	7548820	7549974	+	AT4G12900
Chr4	gene	7550433	7553332	-	AT4G12910
Chr4	gene	7563157	7563847	-	AT4G12917
Chr4	gene	7568286	7569455	+	AT4G12920
Chr4	gene	7573281	7573706	-	AT4G12930
Chr4	gene	7574172	7574627	+	AT4G12940
Chr4	gene	7576642	7577172	+	AT4G12950
Chr4	gene	7583272	7584630	+	AT4G12960
Chr4	gene	7586143	7586849	-	AT4G12970
Chr4	gene	7589395	7591102	-	AT4G12980
Chr4	gene	7594944	7595463	-	AT4G12990
Chr4	gene	7598093	7599257	-	AT4G13000
Chr4	gene	7600551	7602729	+	AT4G13010
Chr4	gene	7603101	7607155	+	AT4G13020
Chr4	gene	7607267	7609843	+	AT4G13030
Chr4	gene	7613316	7615386	+	AT4G13040
Chr4	gene	7617561	7619616	+	AT4G13050
Chr4	gene	7619935	7620942	-	AT4G13060
Chr4	gene	7621346	7623360	-	AT4G13070
Chr4	gene	7624680	7625192	-	AT4G13075
Chr4	gene	7626612	7628367	-	AT4G13080
Chr4	gene	7631535	7632870	-	AT4G13090
Chr4	gene	7634993	7635483	+	AT4G13095
Chr4	gene	7636438	7639037	-	AT4G13100
Chr4	gene	7641378	7642598	+	AT4G13110
Chr4	gene	7647389	7649831	+	AT4G13130
Chr4	gene	7650223	7652289	-	AT4G13150
Chr4	gene	7653647	7654925	+	AT4G13160
Chr4	gene	7654944	7656594	-	AT4G13170
Chr4	gene	7657196	7658197	-	AT4G13180
Chr4	gene	7659435	7661106	-	AT4G13190
Chr4	gene	7662371	7663177	-	AT4G13195
Chr4	gene	7668147	7669214	-	AT4G13200
Chr4	gene	7669948	7673376	+	AT4G13210
Chr4	gene	7674288	7675313	-	AT4G13220
Chr4	gene	7675653	7676680	-	AT4G13230
Chr4	gene	7677866	7678247	-	AT4G13235
Chr4	gene	7680153	7682622	+	AT4G13240
Chr4	gene	7684061	7684142	+	AT4G13245
Chr4	gene	7684156	7686876	-	AT4G13250
Chr4	gene	7721618	7723989	-	AT4G13260
Chr4	gene	7708598	7709047	+	AT4G13261
Chr4	gene	7711064	7711620	+	AT4G13263
Chr4	gene	7730961	7731041	+	AT4G13265
Chr4	gene	7705761	7706862	-	AT4G13266
Chr4	gene	7731189	7733201	+	AT4G13270
Chr4	gene	7733114	7736745	-	AT4G13280
Chr4	gene	7740283	7742857	+	AT4G13290
Chr4	gene	7742871	7746363	-	AT4G13300
Chr4	gene	7750305	7753133	+	AT4G13310
Chr4	gene	7753311	7754086	+	AT4G13320
Chr4	gene	7754248	7755955	-	AT4G13330
Chr4	gene	7758610	7761057	+	AT4G13340
Chr4	gene	7765073	7769688	+	AT4G13345
Chr4	gene	7769770	7773815	-	AT4G13350
Chr4	gene	7775128	7777895	+	AT4G13360
Chr4	gene	7777793	7780366	-	AT4G13370
Chr4	gene	7781782	7782553	+	AT4G13380
Chr4	gene	7783818	7785326	+	AT4G13390
Chr4	gene	7785687	7786113	-	AT4G13395
Chr4	gene	7787691	7791284	-	AT4G13400
Chr4	gene	7792219	7795824	-	AT4G13410
Chr4	gene	7796850	7802251	-	AT4G13420
Chr4	gene	7803933	7807871	-	AT4G13430
Chr4	gene	7810215	7810679	+	AT4G13440
Chr4	gene	7814202	7814274	+	AT4G13445
Chr4	gene	7814960	7816004	-	AT4G13450
Chr4	gene	7824034	7827004	-	AT4G13460
Chr4	gene	7836675	7837684	+	AT4G13480
Chr4	gene	7839137	7840284	-	AT4G13490
Chr4	gene	7845707	7845927	+	AT4G13493
Chr4	gene	7846597	7846899	+	AT4G13494
Chr4	gene	7842967	7846774	+	AT4G13495
Chr4	gene	7856767	7857933	-	AT4G13500
Chr4	gene	7858000	7859691	-	AT4G13505
Chr4	gene	7858183	7859918	+	AT4G13510
Chr4	gene	7864394	7864924	+	AT4G13520
Chr4	gene	7866719	7868742	+	AT4G13530
Chr4	gene	7869874	7870750	+	AT4G13540
Chr4	gene	7871057	7876963	-	AT4G13550
Chr4	gene	7878185	7878561	-	AT4G13554
Chr4	gene	7878652	7878760	-	AT4G13555
Chr4	gene	7879561	7880383	-	AT4G13560
Chr4	gene	7885251	7885462	-	AT4G13564
Chr4	gene	7884516	7885982	+	AT4G13570
Chr4	gene	7887440	7888638	+	AT4G13572
Chr4	gene	7892320	7893705	-	AT4G13575
Chr4	gene	7900374	7901328	+	AT4G13580
Chr4	gene	7901216	7904025	-	AT4G13590
Chr4	gene	7911179	7912892	-	AT4G13600
Chr4	gene	7915022	7921231	+	AT4G13610
Chr4	gene	7924326	7925140	+	AT4G13615
Chr4	gene	7932138	7933542	+	AT4G13620
Chr4	gene	7933861	7936565	-	AT4G13630
Chr4	gene	7936592	7938645	-	AT4G13640
Chr4	gene	7938967	7942898	-	AT4G13650
Chr4	gene	7946155	7948376	+	AT4G13660
Chr4	gene	7948579	7950903	+	AT4G13670
Chr4	gene	7951491	7952781	-	AT4G13680
Chr4	gene	7953352	7955769	-	AT4G13690
Chr4	gene	7957072	7958919	-	AT4G13700
Chr4	gene	7962430	7966518	+	AT4G13710
Chr4	gene	7966952	7968925	-	AT4G13720
Chr4	gene	7970200	7974248	+	AT4G13730
Chr4	gene	7975191	7987620	+	AT4G13750
Chr4	gene	7988058	7989648	+	AT4G13760
Chr4	gene	7990485	7992311	-	AT4G13770
Chr4	gene	7993155	7998515	-	AT4G13780
Chr4	gene	7999714	8000222	-	AT4G13790
Chr4	gene	8001862	8004139	-	AT4G13800
Chr4	gene	8005032	8007510	-	AT4G13810
Chr4	gene	8007989	8010745	-	AT4G13820
Chr4	gene	8011424	8012780	+	AT4G13830
Chr4	gene	8013893	8016486	-	AT4G13840
Chr4	gene	8020951	8022260	+	AT4G13850
Chr4	gene	8022601	8023162	+	AT4G13860
Chr4	gene	8023319	8025582	-	AT4G13870
Chr4	gene	8025804	8028614	+	AT4G13880
Chr4	gene	8028911	8030754	-	AT4G13885
Chr4	gene	8031972	8033723	-	AT4G13890
Chr4	gene	8043587	8047176	-	AT4G13918
Chr4	gene	8043803	8046559	+	AT4G13920
Chr4	gene	8047692	8050106	-	AT4G13930
Chr4	gene	8054861	8057181	+	AT4G13940
Chr4	gene	8058072	8058675	-	AT4G13950
Chr4	gene	8059307	8059742	+	AT4G13955
Chr4	gene	8060681	8062231	-	AT4G13960
Chr4	gene	8066138	8067577	-	AT4G13965
Chr4	gene	8069134	8069901	+	AT4G13968
Chr4	gene	8070189	8075501	-	AT4G13970
Chr4	gene	8076980	8079314	-	AT4G13980
Chr4	gene	8080118	8081669	-	AT4G13985
Chr4	gene	8084395	8086095	+	AT4G13990
Chr4	gene	8087340	8089268	+	AT4G13992
Chr4	gene	8090817	8092672	+	AT4G14000
Chr4	gene	8092833	8093382	-	AT4G14010
Chr4	gene	8095215	8095736	-	AT4G14020
Chr4	gene	8097918	8100260	-	AT4G14030
Chr4	gene	8100349	8102875	-	AT4G14040
Chr4	gene	8103645	8105521	-	AT4G14050
Chr4	gene	8107337	8108307	+	AT4G14060
Chr4	gene	8111962	8118160	-	AT4G14070
Chr4	gene	8118537	8120358	-	AT4G14080
Chr4	gene	8122188	8123835	-	AT4G14090
Chr4	gene	8124415	8126514	+	AT4G14096
Chr4	gene	8120718	8122417	+	AT4G14100
Chr4	gene	8126915	8128833	+	AT4G14103
Chr4	gene	8128708	8129534	-	AT4G14104
Chr4	gene	8129476	8129676	-	AT4G14105
Chr4	gene	8132886	8134920	-	AT4G14110
Chr4	gene	8135124	8136967	+	AT4G14120
Chr4	gene	8137051	8138281	-	AT4G14130
Chr4	gene	8146345	8152131	+	AT4G14140
Chr4	gene	8152290	8153678	-	AT4G14145
Chr4	gene	8153807	8156790	-	AT4G14147
Chr4	gene	8158572	8165008	-	AT4G14150
Chr4	gene	8167426	8173368	+	AT4G14160
Chr4	gene	8174598	8175715	-	AT4G14165
Chr4	gene	8176324	8178142	-	AT4G14170
Chr4	gene	8178330	8183515	+	AT4G14180
Chr4	gene	8183544	8185187	-	AT4G14190
Chr4	gene	8185370	8188783	-	AT4G14200
Chr4	gene	8190212	8195265	-	AT4G14210
Chr4	gene	8195881	8198562	+	AT4G14220
Chr4	gene	8198777	8199202	+	AT4G14225
Chr4	gene	8199425	8199592	-	AT4G14226
Chr4	gene	8200667	8203238	-	AT4G14230
Chr4	gene	8204347	8207408	-	AT4G14240
Chr4	gene	8208748	8213237	-	AT4G14250
Chr4	gene	8213701	8213883	-	AT4G14251
Chr4	gene	8216321	8217571	-	AT4G14260
Chr4	gene	8218378	8219322	+	AT4G14270
Chr4	gene	8219622	8220026	+	AT4G14272
Chr4	gene	8220756	8221193	+	AT4G14276
Chr4	gene	8222518	8225185	+	AT4G14280
Chr4	gene	8225481	8230281	-	AT4G14290
Chr4	gene	8231017	8233491	+	AT4G14300
Chr4	gene	8233764	8234227	-	AT4G14301
Chr4	gene	8235093	8236715	-	AT4G14305
Chr4	gene	8236759	8240324	-	AT4G14310
Chr4	gene	8240957	8241315	+	AT4G14315
Chr4	gene	8241732	8243910	-	AT4G14320
Chr4	gene	8244194	8247444	+	AT4G14330
Chr4	gene	8248286	8251998	-	AT4G14340
Chr4	gene	8253550	8255508	-	AT4G14342
Chr4	gene	8255700	8255771	+	AT4G14345
Chr4	gene	8256086	8260787	-	AT4G14350
Chr4	gene	8267496	8267825	+	AT4G14358
Chr4	gene	8267289	8271121	-	AT4G14360
Chr4	gene	8271464	8273765	-	AT4G14365
Chr4	gene	8274170	8278810	-	AT4G14368
Chr4	gene	8279641	8283263	-	AT4G14370
Chr4	gene	8285766	8286772	+	AT4G14380
Chr4	gene	8286986	8288800	-	AT4G14385
Chr4	gene	8289644	8292083	+	AT4G14390
Chr4	gene	8294446	8298602	+	AT4G14400
Chr4	gene	8299042	8299134	-	AT4G14403
Chr4	gene	8299759	8301667	+	AT4G14410
Chr4	gene	8301725	8301798	-	AT4G14415
Chr4	gene	8301946	8303915	-	AT4G14420
Chr4	gene	8304600	8305705	-	AT4G14430
Chr4	gene	8306745	8307753	-	AT4G14440
Chr4	gene	8309474	8310058	+	AT4G14450
Chr4	gene	8310336	8312321	+	AT4G14455
Chr4	gene	8320630	8322201	+	AT4G14465
Chr4	gene	8330081	8331544	-	AT4G14480
Chr4	gene	8332097	8333578	-	AT4G14490
Chr4	gene	8334176	8337273	+	AT4G14500
Chr4	gene	8336207	8336331	+	AT4G14504
Chr4	gene	8337276	8341159	-	AT4G14510
Chr4	gene	8341335	8343234	+	AT4G14520
Chr4	gene	8343476	8343883	-	AT4G14530
Chr4	gene	8344616	8345218	+	AT4G14540
Chr4	gene	8347010	8347764	+	AT4G14548
Chr4	gene	8347822	8350019	-	AT4G14550
Chr4	gene	8361058	8361986	+	AT4G14560
Chr4	gene	8362184	8366653	+	AT4G14570
Chr4	gene	8367887	8369167	-	AT4G14580
Chr4	gene	8374391	8375962	+	AT4G14590
Chr4	gene	8376400	8378335	+	AT4G14600
Chr4	gene	8378429	8380714	+	AT4G14605
Chr4	gene	8383764	8385079	+	AT4G14615
Chr4	gene	8389040	8390833	-	AT4G14620
Chr4	gene	8389040	8390833	-	AT4G14622
Chr4	gene	8392841	8393813	+	AT4G14630
Chr4	gene	8397712	8400076	+	AT4G14640
Chr4	gene	8400574	8402911	-	AT4G14650
Chr4	gene	8406335	8407845	-	AT4G14660
Chr4	gene	8410054	8412557	+	AT4G14670
Chr4	gene	8413288	8415391	-	AT4G14680
Chr4	gene	8418283	8419263	+	AT4G14690
Chr4	gene	8419799	8421030	+	AT4G14695
Chr4	gene	8422231	8424760	+	AT4G14700
Chr4	gene	8424667	8426558	-	AT4G14710
Chr4	gene	8426710	8429647	-	AT4G14713
Chr4	gene	8430207	8431945	-	AT4G14716
Chr4	gene	8431973	8435075	-	AT4G14720
Chr4	gene	8439899	8440839	+	AT4G14723
Chr4	gene	8448549	8450073	+	AT4G14730
Chr4	gene	8450289	8454028	-	AT4G14740
Chr4	gene	8462614	8464326	-	AT4G14746
Chr4	gene	8470381	8472187	+	AT4G14750
Chr4	gene	8475457	8481094	+	AT4G14760
Chr4	gene	8481370	8484825	-	AT4G14770
Chr4	gene	8492832	8494591	+	AT4G14780
Chr4	gene	8495173	8495620	+	AT4G14785
Chr4	gene	8496031	8500152	-	AT4G14790
Chr4	gene	8500266	8502240	+	AT4G14800
Chr4	gene	8502374	8503199	-	AT4G14805
Chr4	gene	8504145	8504509	+	AT4G14810
Chr4	gene	8504141	8504314	-	AT4G14811
Chr4	gene	8505043	8505952	+	AT4G14815
Chr4	gene	8507263	8507789	+	AT4G14819
Chr4	gene	8507794	8510038	-	AT4G14820
Chr4	gene	8510908	8511928	+	AT4G14830
Chr4	gene	8511487	8513727	-	AT4G14840
Chr4	gene	8513859	8516360	+	AT4G14850
Chr4	gene	8516531	8517079	+	AT4G14860
Chr4	gene	8517192	8517902	+	AT4G14870
Chr4	gene	8517960	8520521	-	AT4G14880
Chr4	gene	8520832	8521456	+	AT4G14890
Chr4	gene	8521522	8523705	-	AT4G14900
Chr4	gene	8526371	8528010	-	AT4G14905
Chr4	gene	8528167	8530334	-	AT4G14910
Chr4	gene	8531043	8535842	-	AT4G14920
Chr4	gene	8538586	8541899	+	AT4G14930
Chr4	gene	8541879	8544566	+	AT4G14940
Chr4	gene	8545171	8548055	+	AT4G14950
Chr4	gene	8548492	8550453	-	AT4G14960
Chr4	gene	8551244	8553554	+	AT4G14965
Chr4	gene	8553643	8561664	+	AT4G14970
Chr4	gene	8561876	8563639	-	AT4G14980
Chr4	gene	8565622	8569814	-	AT4G14990
Chr4	gene	8571833	8572489	+	AT4G15000
Chr4	gene	8572905	8575231	-	AT4G15010
Chr4	gene	8575386	8578688	+	AT4G15020
Chr4	gene	8578978	8581331	+	AT4G15030
Chr4	gene	8581373	8584122	-	AT4G15040
Chr4	gene	8588548	8590345	-	AT4G15050
Chr4	gene	8591930	8593834	-	AT4G15053
Chr4	gene	8595985	8597430	-	AT4G15056
Chr4	gene	8599035	8601761	+	AT4G15060
Chr4	gene	8602048	8602182	-	AT4G15061
Chr4	gene	8603424	8606141	-	AT4G15070
Chr4	gene	8607777	8608519	+	AT4G15075
Chr4	gene	8608700	8612693	-	AT4G15080
Chr4	gene	8614067	8618145	+	AT4G15090
Chr4	gene	8618343	8619646	+	AT4G15093
Chr4	gene	8620596	8622635	+	AT4G15096
Chr4	gene	8625855	8629531	+	AT4G15100
Chr4	gene	8629773	8633055	-	AT4G15110
Chr4	gene	8634725	8635561	+	AT4G15120
Chr4	gene	8637666	8639581	+	AT4G15130
Chr4	gene	8639424	8640291	-	AT4G15140
Chr4	gene	8641672	8642278	-	AT4G15150
Chr4	gene	8646150	8647252	+	AT4G15160
Chr4	gene	8648832	8650382	+	AT4G15165
Chr4	gene	8651406	8662587	+	AT4G15180
Chr4	gene	8662992	8665759	-	AT4G15200
Chr4	gene	8666338	8669470	-	AT4G15210
Chr4	gene	8672070	8679176	+	AT4G15215
Chr4	gene	8680182	8686880	+	AT4G15230
Chr4	gene	8688289	8694558	+	AT4G15233
Chr4	gene	8696683	8702727	+	AT4G15236
Chr4	gene	8703075	8705378	-	AT4G15240
Chr4	gene	8705787	8706997	-	AT4G15242
Chr4	gene	8708848	8709373	+	AT4G15248
Chr4	gene	8709942	8711108	-	AT4G15250
Chr4	gene	8713226	8713353	-	AT4G15258
Chr4	gene	8713689	8715339	+	AT4G15260
Chr4	gene	8716601	8717796	-	AT4G15270
Chr4	gene	8719182	8720618	+	AT4G15280
Chr4	gene	8721487	8726669	-	AT4G15290
Chr4	gene	8730723	8732748	-	AT4G15300
Chr4	gene	8736721	8740047	+	AT4G15310
Chr4	gene	8742639	8747981	-	AT4G15320
Chr4	gene	8751387	8753157	-	AT4G15330
Chr4	gene	8754480	8760589	-	AT4G15340
Chr4	gene	8762953	8764594	+	AT4G15350
Chr4	gene	8770185	8771899	+	AT4G15360
Chr4	gene	8773786	8779685	-	AT4G15370
Chr4	gene	8788739	8790444	+	AT4G15380
Chr4	gene	8792812	8794293	-	AT4G15390
Chr4	gene	8804120	8807203	+	AT4G15393
Chr4	gene	8807527	8810512	+	AT4G15396
Chr4	gene	8811928	8813478	-	AT4G15400
Chr4	gene	8814801	8816805	+	AT4G15410
Chr4	gene	8817031	8819693	+	AT4G15415
Chr4	gene	8821717	8823076	+	AT4G15417
Chr4	gene	8823725	8826096	+	AT4G15420
Chr4	gene	8827876	8831504	+	AT4G15430
Chr4	gene	8835495	8838676	+	AT4G15440
Chr4	gene	8839414	8841276	+	AT4G15450
Chr4	gene	8841420	8841866	-	AT4G15460
Chr4	gene	8843567	8845810	+	AT4G15470
Chr4	gene	8845875	8848869	+	AT4G15475
Chr4	gene	8848801	8850516	-	AT4G15480
Chr4	gene	8852698	8854545	-	AT4G15490
Chr4	gene	8856988	8858572	-	AT4G15500
Chr4	gene	8860616	8862665	+	AT4G15510
Chr4	gene	8862815	8864618	+	AT4G15520
Chr4	gene	8864828	8870967	-	AT4G15530
Chr4	gene	8873355	8875344	+	AT4G15540
Chr4	gene	8875918	8877799	+	AT4G15545
Chr4	gene	8877590	8879327	-	AT4G15550
Chr4	gene	8883907	8887565	+	AT4G15560
Chr4	gene	8890879	8892526	+	AT4G15563
Chr4	gene	8892607	8898999	+	AT4G15570
Chr4	gene	8909064	8910908	+	AT4G15610
Chr4	gene	8913838	8915663	+	AT4G15620
Chr4	gene	8917430	8918852	+	AT4G15630
Chr4	gene	8918985	8921930	-	AT4G15640
Chr4	gene	8922632	8923892	+	AT4G15650
Chr4	gene	8925806	8926310	+	AT4G15660
Chr4	gene	8929179	8929765	+	AT4G15670
Chr4	gene	8931652	8932295	+	AT4G15680
Chr4	gene	8934324	8934921	+	AT4G15690
Chr4	gene	8937393	8937892	+	AT4G15700
Chr4	gene	8940292	8940858	+	AT4G15710
Chr4	gene	8945317	8945934	+	AT4G15715
Chr4	gene	8949460	8951540	+	AT4G15720
Chr4	gene	8951533	8957632	-	AT4G15730
Chr4	gene	8961720	8962119	+	AT4G15733
Chr4	gene	8963041	8963583	+	AT4G15735
Chr4	gene	8964745	8966318	-	AT4G15740
Chr4	gene	8967554	8968604	-	AT4G15750
Chr4	gene	8970654	8971523	-	AT4G15755
Chr4	gene	8972649	8974690	-	AT4G15760
Chr4	gene	8975404	8977211	-	AT4G15765
Chr4	gene	8978006	8978876	+	AT4G15770
Chr4	gene	8979656	8979728	+	AT4G15775
Chr4	gene	8979889	8981768	-	AT4G15780
Chr4	gene	8982183	8984210	+	AT4G15790
Chr4	gene	8984858	8985405	+	AT4G15800
Chr4	gene	8986615	8988452	-	AT4G15802
Chr4	gene	8989162	8992591	-	AT4G15810
Chr4	gene	8992970	8995188	+	AT4G15820
Chr4	gene	8995113	8996601	-	AT4G15830
Chr4	gene	8996912	9001039	+	AT4G15840
Chr4	gene	9001330	9004734	+	AT4G15850
Chr4	gene	9008372	9010947	-	AT4G15870
Chr4	gene	9012645	9016116	+	AT4G15880
Chr4	gene	9016451	9016978	-	AT4G15885
Chr4	gene	9017453	9022982	+	AT4G15890
Chr4	gene	9023728	9027666	+	AT4G15900
Chr4	gene	9028461	9029423	+	AT4G15910
Chr4	gene	9030517	9033395	-	AT4G15920
Chr4	gene	9036222	9038062	+	AT4G15930
Chr4	gene	9038289	9040370	+	AT4G15940
Chr4	gene	9040683	9042129	+	AT4G15950
Chr4	gene	9042897	9043337	+	AT4G15953
Chr4	gene	9043712	9045599	-	AT4G15955
Chr4	gene	9045624	9047449	-	AT4G15960
Chr4	gene	9049328	9051370	+	AT4G15970
Chr4	gene	9052175	9053152	+	AT4G15975
Chr4	gene	9057466	9059983	-	AT4G15980
Chr4	gene	9061269	9061676	-	AT4G15990
Chr4	gene	9063845	9064481	-	AT4G16000
Chr4	gene	9067830	9068512	+	AT4G16008
Chr4	gene	9073202	9074809	+	AT4G16015
Chr4	gene	9080840	9081245	-	AT4G16024
Chr4	gene	9083447	9084727	+	AT4G16030
Chr4	gene	9087182	9087454	-	AT4G16040
Chr4	gene	9089906	9091860	+	AT4G16045
Chr4	gene	9092226	9094357	+	AT4G16050
Chr4	gene	9094403	9096353	+	AT4G16060
Chr4	gene	9096689	9100983	-	AT4G16070
Chr4	gene	9101348	9102887	-	AT4G16080
Chr4	gene	9103040	9103965	+	AT4G16090
Chr4	gene	9104547	9105237	+	AT4G16095
Chr4	gene	9105720	9108159	+	AT4G16100
Chr4	gene	9108308	9108381	+	AT4G16105
Chr4	gene	9112686	9116164	+	AT4G16110
Chr4	gene	9116302	9119317	-	AT4G16120
Chr4	gene	9120867	9127938	+	AT4G16130
Chr4	gene	9129016	9129841	+	AT4G16140
Chr4	gene	9131650	9133156	-	AT4G16141
Chr4	gene	9133937	9137353	-	AT4G16143
Chr4	gene	9137789	9141572	-	AT4G16144
Chr4	gene	9142404	9144583	-	AT4G16146
Chr4	gene	9148059	9153292	+	AT4G16150
Chr4	gene	9153363	9157322	-	AT4G16155
Chr4	gene	9157515	9158933	+	AT4G16160
Chr4	gene	9159105	9161614	-	AT4G16162
Chr4	gene	9164080	9164633	+	AT4G16165
Chr4	gene	9165273	9170435	-	AT4G16180
Chr4	gene	9171467	9173105	+	AT4G16190
Chr4	gene	9173165	9173650	-	AT4G16195
Chr4	gene	9175649	9176565	+	AT4G16200
Chr4	gene	9176673	9178048	-	AT4G16210
Chr4	gene	9179244	9179833	-	AT4G16215
Chr4	gene	9182283	9183922	+	AT4G16220
Chr4	gene	9185298	9186779	+	AT4G16230
Chr4	gene	9191576	9191648	+	AT4G16235
Chr4	gene	9192336	9192568	-	AT4G16240
Chr4	gene	9195602	9199486	-	AT4G16250
Chr4	gene	9200010	9201552	-	AT4G16260
Chr4	gene	9202352	9204078	-	AT4G16265
Chr4	gene	9205016	9206552	+	AT4G16270
Chr4	gene	9206597	9214825	-	AT4G16280
Chr4	gene	9215680	9216135	-	AT4G16295
Chr4	gene	9218636	9225264	+	AT4G16310
Chr4	gene	9226122	9227953	-	AT4G16330
Chr4	gene	9228185	9241317	-	AT4G16340
Chr4	gene	9242320	9243912	-	AT4G16350
Chr4	gene	9244066	9244654	+	AT4G16355
Chr4	gene	9245078	9247251	+	AT4G16360
Chr4	gene	9247302	9250091	-	AT4G16370
Chr4	gene	9254555	9256219	+	AT4G16380
Chr4	gene	9257958	9260277	+	AT4G16390
Chr4	gene	9260564	9262670	+	AT4G16400
Chr4	gene	9261866	9262601	-	AT4G16410
Chr4	gene	9262621	9266086	-	AT4G16420
Chr4	gene	9267260	9269178	+	AT4G16430
Chr4	gene	9269094	9271669	-	AT4G16440
Chr4	gene	9271856	9273089	-	AT4G16442
Chr4	gene	9274443	9276327	-	AT4G16444
Chr4	gene	9278787	9279389	+	AT4G16447
Chr4	gene	9280020	9280854	+	AT4G16450
Chr4	gene	9280857	9281000	-	AT4G16451
Chr4	gene	9284910	9286773	+	AT4G16460
Chr4	gene	9287209	9287282	+	AT4G16465
Chr4	gene	9287862	9289582	-	AT4G16470
Chr4	gene	9289685	9289765	+	AT4G16475
Chr4	gene	9291119	9293203	+	AT4G16480
Chr4	gene	9293543	9295625	-	AT4G16490
Chr4	gene	9301388	9302022	-	AT4G16500
Chr4	gene	9302798	9305047	+	AT4G16510
Chr4	gene	9305254	9305763	-	AT4G16515
Chr4	gene	9306663	9308462	-	AT4G16520
Chr4	gene	9311355	9315813	+	AT4G16530
Chr4	gene	9316023	9317153	-	AT4G16540
Chr4	gene	9318442	9324254	-	AT4G16550
Chr4	gene	9324746	9328628	-	AT4G16560
Chr4	gene	9329657	9331523	-	AT4G16563
Chr4	gene	9334622	9335968	-	AT4G16566
Chr4	gene	9336703	9340869	+	AT4G16570
Chr4	gene	9340993	9342846	-	AT4G16580
Chr4	gene	9345150	9349221	+	AT4G16590
Chr4	gene	9350039	9352707	+	AT4G16600
Chr4	gene	9354321	9355287	-	AT4G16610
Chr4	gene	9358117	9360060	-	AT4G16620
Chr4	gene	9361984	9366748	-	AT4G16630
Chr4	gene	9367248	9368775	-	AT4G16640
Chr4	gene	9372477	9376409	+	AT4G16650
Chr4	gene	9376737	9381507	+	AT4G16660
Chr4	gene	9385219	9387754	+	AT4G16670
Chr4	gene	9387393	9390774	-	AT4G16680
Chr4	gene	9392147	9393529	-	AT4G16690
Chr4	gene	9394183	9395517	+	AT4G16695
Chr4	gene	9395636	9398308	-	AT4G16700
Chr4	gene	9398548	9399801	+	AT4G16710
Chr4	gene	9399960	9401382	-	AT4G16720
Chr4	gene	9402898	9406003	+	AT4G16730
Chr4	gene	9407768	9410877	+	AT4G16740
Chr4	gene	9411840	9414897	+	AT4G16745
Chr4	gene	9417058	9420649	-	AT4G16748
Chr4	gene	9420917	9421759	-	AT4G16750
Chr4	gene	9424633	9428895	-	AT4G16760
Chr4	gene	9429875	9432437	-	AT4G16765
Chr4	gene	9434393	9437172	-	AT4G16770
Chr4	gene	9449114	9450743	+	AT4G16780
Chr4	gene	9451585	9453254	-	AT4G16790
Chr4	gene	9454816	9457039	-	AT4G16800
Chr4	gene	9457317	9459394	-	AT4G16807
Chr4	gene	9459870	9462253	-	AT4G16810
Chr4	gene	9467563	9469116	+	AT4G16820
Chr4	gene	9470385	9472594	+	AT4G16830
Chr4	gene	9472763	9474803	+	AT4G16835
Chr4	gene	9474885	9475523	+	AT4G16840
Chr4	gene	9476143	9479878	+	AT4G16845
Chr4	gene	9480076	9481738	+	AT4G16850
Chr4	gene	9482370	9482507	+	AT4G16855
Chr4	gene	9488466	9495816	-	AT4G16860
Chr4	gene	9496185	9497313	-	AT4G16880
Chr4	gene	9500506	9505455	-	AT4G16890
Chr4	gene	9506322	9508337	-	AT4G16892
Chr4	gene	9511859	9516541	-	AT4G16900
Chr4	gene	9516724	9518697	+	AT4G16915
Chr4	gene	9519173	9525691	-	AT4G16920
Chr4	gene	9529564	9530115	-	AT4G16930
Chr4	gene	9533149	9537604	-	AT4G16940
Chr4	gene	9538798	9544467	-	AT4G16950
Chr4	gene	9546343	9551007	-	AT4G16960
Chr4	gene	9551428	9555784	-	AT4G16970
Chr4	gene	9556978	9557812	+	AT4G16980
Chr4	gene	9560135	9565555	+	AT4G16990
Chr4	gene	9566902	9569913	-	AT4G17000
